signature, title, work, edition/literature, record
DD-016,Fәtḥa nägäśt “Justice of the Kings” / Mäṣḥafä mәgbarat śännayt “Book of the Good Deeds” / Regulations for the sacerdotal ministers / Śәrʿatä betä krәstiyan wä-mäʿarәgatiha “Order of the Church and its Grades” / Täḫaśәśotat wä-sәʾǝlätat zä-ʾabäw wä-fәkkarehomu “Inquiries and Questions of the Fathers and their Responses” / Mäṣḥafä fäws mänfäsawi “Book of Spiritual Medicine”,,,
            ,,,,
AP-039,Mäṣḥafä ʾaślәṭi Lectionary for the entire year,,,
            ,,,,
AP-037,Mäṣḥafä ʾaślәṭi Lectionary for the entire year,,,
            ,,,,
UM-040,ʾOrit “Octateuch”,,,
            ,,,,
MY-011,Mäṣḥafä qǝddase “Missal”,,,
            ,,,,
AMQ-003,Mäṣḥafä gәbrä ḥǝmamat “Book of the Rite of the Holy Week”,,,
            ,,,,
MAKM-004,Mäṣḥafä bǝrhan “Book of Light” / Tǝmhǝrtä haymanot “Teaching of the Faith” / Haymanotu lä-Yaʿqob ʾƎlbäradi “The Faith of Jacob Baradeus” / Mäṣḥafä bäqwǝʿet ʾǝm-dǝrsanä bahlu lä-qǝddus ʾabba Wägris “Book of Sufficiency from the Treatise of Sayings of Saint ʾAbba Evagrius” / Mǝʿdan bä-ʾǝntä sammǝntu ḫǝllinat zä-ʾabba Wägris “Treatise on the Eight Thoughts (of Evilness) by ʾAbba Evagrius” / Excerpt from the Collectio Monastica / Miscellaneous prayers and hymns,,,
            ,,,,
MR-018,Mǝʿǝraf Common of the Office / Mäwaśǝʾt Antiphonary for feasts and funeral service,,,
            ,,,,
DZ-023,Mäṣḥafä qǝddase “Missal”,,,
            ,,,,
MKL-019,Sǝnkǝssar “Synaxarion” (the first half of the year),,,
            ,,,,
GKM-020,Mälkǝʾa kidanä mǝḥrät “Image of the Covenant of Mercy” / Dǝrsanä kidanä mǝḥrät “Homily for the Covenant of Mercy” / Mäṣḥafä kidanä mǝḥrät “Book of the Covenant of Mercy”,,,
            ,,,,
EHPP-014,Mäftәḥe śәray “Undoing of Charms” / Ǝgziʾabǝḥer zä-bǝrhanat ʾǝgziʾabǝḥer zä-śǝlṭanat... “God of Lights God of Powers...” / Fәtḥat zäwäld “Absolution of the Son”,,,
            ,,,,
DZ-008,Fragments of three various manuscripts,,,
            ,,,,
MY-003,Mäṣḥafä gәbrä ḥǝmamat “Book of the Rite of the Holy Week”,,,
            ,,,,
MR-031,Mäzmur Antiphones for Sundays of the year / Dǝggwa Antiphonary / Unidentified chant / Zǝmmare Eucharistic hymns,,,
            ,,,,
SMM-001,Mäṣḥafä gәbrä ḥǝmamat “Book of the Rite of the Holy Week”,,,
            ,,,,
NSM-004,Dǝrsanä Mikaʾel Homiliary for the feasts of St. Michael,,,
            ,,,,
QSM-016,Dǝggwa Antiphonary,,,
            ,,,,
GKM-017,Mäṣḥafä kidanä mǝḥrät “Book of the Covenant of Mercy” / Täʾamrä Maryam “Miracles of Mary” / Mälkǝʿa kidanä mǝḥrät “Image of the Covenant of Mercy”,,,
            ,,,,
FBM-002,Mäṣḥafä gәbrä ḥǝmamat “Book of the Rite of the Holy Week”,,,
            ,,,,
QSM-002,Mäṣḥafä gәbrä ḥǝmamat “Book of the Rite of the Holy Week”,,,
            ,,,,
MR-040,Mäṣḥafä krәstәnna “Book of the Christening”,,,
            ,,,,
FBM-017,Dǝrsanä Mikaʾel Homiliary for the feasts of St. Michael / Dǝrsanä Gäbrǝʾel Homiliary for the feasts of St. Gabriel / Mälkǝʾa Gäbrǝʾel Image of Gabriel,,,
            ,,,,
AQG-008,Orit “Octateuch”,,,
            ,,,,
AMQ-011,Sǝnkǝssar “Synaxarion” (the second half of the year),,,
            ,,,,
MR-039,Mäṣḥafä krәstәnna “Book of the Christening”,,,
            ,,,,
FBM-010,Mäṣḥafä qǝddase “Missal”,,,
            ,,,,
MR-011,Mäṣḥafä gәṣṣәw Lectionary for the entire year,,,
            ,,,,
GKM-002,Täʾamrä Maryam “Miracles of Mary” / Täʾamrä ʾIyäsus “Miracles of Jesus” / Excerpts from the Bible,,,
            ,,,,
MY-002,Dǝrsanat Homiliary,,,
            ,,,,
AMM-010,Mäṣḥafä gәṣṣәw Lectionary for the entire year / Barәkännä ʾәgziʾo… “Bless us O Lord…”,,,
            ,,,,
GKM-006,Mäṣḥafä gәbrä ḥǝmamat “Book of the Rite of the Holy Week”,,,
            ,,,,
GKM-018,Dawit “Psalter”,,,
            ,,,,
AKM-021,Mälkǝʾa Maryam “Image of Mary” / Mälkǝʾa Iyäsus “Image of Jesus”,,,
            ,,,,
AMQ-015,Täʾamrä ʾIyäsus “Miracles of Jesus”,,,
            ,,,,
GMG-001,Mäṣḥafä gәbrä ḥǝmamat “Book of the Rite of the Holy Week”,,,
            ,,,,
AMQ-006,Dǝggwa Antiphonary / Ṣomä dǝggwa Antiphonary for Lent,,,
            ,,,,
AQM-001,Gädlä Mamas Vita of Mamas / Täʾamrä Mamas Miracles of Mamas,,,
            ,,,,
AQM-002,Gädlä Mamas Vita of Mamas / Täʾamrä Mamas Miracles of Mamas / Mälkǝʾa Mamas Image of Mamas / Litany for the Holy Week / Täʾamrä ʾIyäsus “Miracles of Jesus”,,,
            ,,,,
MAC-002,Mäṣḥafä gәbrä ḥǝmamat “Book of the Rite of the Holy Week”,,,
            ,,,,
DD-011,Täʾamrä ʾIyäsus “Miracles of Jesus” / Täʾamrä Zä-Mikaʾel ʾArägawi “Miracles of Zä-Mikaʾel ʾArägawi”,,,
            ,,,,
AGM-010,Mäṣḥafä ʾardǝʾǝt “Book of the Disciples” / Ṣälotä śǝryätä ḫaṭiʾat “Prayer of Absolution of Sins” / Ṣälot zä-ʾǝgzǝʾtǝnä Maryam bä-Däbrä Golgota Prayer of Our Lady Mary on Mount Golgotha on the 21st of Säne / Tǝmhǝrtä ḫǝbuʾat “Teaching of Mysteries” / ʾƎgziʾabǝḥer zä-bǝrhanat ʾǝgziʾabǝḥer zä-śǝlṭanat... “God of Lights God of Powers...”,,,
            ,,,,
GMG-015,Mäzmur Antiphones for Sundays of the year / Mǝʿǝraf The Common of the Office / Zǝmmare Eucharistic hymns / Mäwaśǝʾt Antiphonary for feasts and funeral service,,,
            ,,,,
QDS-009,Mäzmur Antiphones for Sundays of the year,,,
            ,,,,
MKL-001,Mäṣḥafä gәbrä ḥǝmamat “Book of the Rite of the Holy Week” / Sälam-hymns,,,
            ,,,,
AMQ-023,Sǝnkǝssar “Synaxarion” (the first half of the year),,,
            ,,,,
AQG-011,Täʾamrä Maryam Miracles of Mary / Täʾamrä Giyorgis Miracles of George,,,
            ,,,,
SM-016,Liturgical miscellanea,,,
            ,,,,
AQG-004,Mäṣḥafä gәbrä ḥǝmamat “Book of the Rite of the Holy Week”,,,
            ,,,,
QSM-037,Mäṣḥafä qedär “Book of the Jar” / Mäṣḥafä täklil “Book of the Marriage Ritual”,,,
            ,,,,
QSM-031,Mäṣḥafä krәstәnna “Book of the Christening”,,,
            ,,,,
SMM-005,Mäṣḥafä täklil “Book of the Marriage Ritual”,,,
            ,,,,
DD-021,Apostolic Epistles / Gǝbrä ḥawaryat Acts of the Apostles,,,
            ,,,,
QMM-010,Dǝggwa Antiphonary / Mǝʿǝraf Common of the Office / Zǝmmare Eucharistic hymns,,,
            ,,,,
DZ-017,Sǝnkǝssar “Synaxarion” (the first half of the year),,,
            ,,,,
AMQ-020,Dǝrsan maḥyawi “The Life-Giving Homily”,,,
            ,,,,
DAY-001,Mäṣḥafä gәbrä ḥǝmamat “Book of the Rite of the Holy Week”,,,
            ,,,,
AP-001,Mäṣḥafä qǝddase “Missal”,,,
            ,,,,
MSM-005,Sǝnkǝssar “Synaxarion” (the second half of the year),,,
            ,,,,
AP-005,Dǝrsanat Homiliary,,,
            ,,,,
MR-010,Mäṣḥafä täklil “Book of the Marriage Ritual”,,,
            ,,,,
GMS-009,Dǝggwa Antiphonary / Mäzmur Antiphones for Sundays of the year,,,
            ,,,,
AKM-007,Mäṣḥafä täklil “Book of the Marriage Ritual” / Mäṣḥafä qedär “Book of the Jar”,,,
            ,,,,
AKM-005,Mäṣḥafä krәstәnna “Book of the Christening”,,,
            ,,,,
MKL-013,Dǝggwa Antiphonary / Mǝʿǝraf Common of the Office / Mäwaśǝʾt Antiphonary for feasts and funeral service,,,
            ,,,,
DAY-005,Dawit “Psalter”,,,
            ,,,,
GMS-016,Gädlä Gäbrä Mänfäs Qǝddus “Vita of Gäbrä Mänfäs Qǝddus” / Täʾamrä Gäbrä Mänfäs Qǝddus “Miracles of Gäbrä Mänfäs Qǝddus”,,,
            ,,,,
GMG-009,Gädlä Gäbrä Mänfäs Qǝddus “Vita of Gäbrä Mänfäs Qǝddus” / Homily by Zena Gäbrǝʾel on Gäbrä Mänfäs Qǝddus / Täʾamrä Gäbrä Mänfäs Qǝddus “Miracles of Gäbrä Mänfäs Qǝddus”,,,
            ,,,,
AMM-008,Sǝnkǝssar “Synaxarion” (the second half of the year),,,
            ,,,,
AQM-004,Mäṣḥafä krәstәnna “Book of the Christening”,,,
            ,,,,
DD-026,Vita of Cyril of Alexandria / Qerǝlos A collection of Christological treatises by Cyril of Alexandria and other church fathers / Computus note and tables,,,
            ,,,,
DAY-007,Gädlä Yasay “Vita of Yasay”,,,
            ,,,,
DD-030,Dawit “Psalter”,,,
            ,,,,
AKM-012,Dǝrsanä kidanä mǝḥrät “Homily for the Covenant of Mercy” / Miracles of kidanä mǝḥrät in the land of Ethiopia / Mälkǝʾa kidanä mǝḥrät “Image of the Covenant of Mercy”,,,
            ,,,,
DAY-008,Gädlä Yasay “Vita of Yasay” / Täʾamrä Yasay “Miracles of Yasay”,,,
            ,,,,
DAY-004,Dawit “Psalter”,,,
            ,,,,
AP-012,Mäṣḥafä nәfq Book of the Assistant Priest,,,
            ,,,,
MKL-023,Raʾǝyä Yoḥannǝs Revelation of John,,,
            ,,,,
ETH-012,Mäṣḥafä krәstәnna “Book of the Christening”,,,
            ,,,,
QMB-006,Mäṣḥafä krәstәnna “Book of the Christening”,,,
            ,,,,
DZ-010,Mäṣḥafä gәbrä ḥǝmamat “Book of the Rite of the Holy Week”,,,
            ,,,,
SSB-002,Dǝggwa Antiphonary,,,
            ,,,,
MAKM-078,Pauline Epistles / Gǝbrä ḥawaryat Acts of the Apostles / Apostolic Epistles / Raʾǝyä Yoḥannǝs Revelation of John,,,
            ,,,,
DD-002,ʾArganonä wǝddase “The Harp of Praise” / ʾAstäbqwǝʿot ʾǝntä zä-Sǝmʿon ʿamdawi “Prayers of Simeon Stylite” / Unidentified text concerning penitence,,,
            ,,,,
SSB-011,Dǝggwa Antiphonary / Zǝmmare Eucharistic hymns,,,
            ,,,,
DMA-014,Mäṣḥafä gәbrä ḥǝmamat “Book of the Rite of the Holy Week”,,,
            ,,,,
GMS-001,Mäṣḥafä gәbrä ḥǝmamat “Book of the Rite of the Holy Week”,,,
            ,,,,
DD-025,Sǝnkǝssar “Synaxarion” (the second half of the year),,,
            ,,,,
AKM-017,Gädlä Gäbrä Mänfäs Qǝddus “Vita of Gäbrä Mänfäs Qǝddus” / Täʾamrä Gäbrä Mänfäs Qǝddus “Miracles of Gäbrä Mänfäs Qǝddus” / Mälkǝʾa Gäbrä Mänfäs Qǝddus “Image of Gäbrä Mänfäs Qǝddus”,,,
            ,,,,
AQG-016,Mäṣḥafä gәṣṣawe Lectionary for the entire year,,,
            ,,,,
KTM-005,Mäṣḥafä gәbrä ḥǝmamat “Book of the Rite of the Holy Week”,,,
            ,,,,
MAC-006,Pauline Epistles,,,
            ,,,,
SSB-007,Gädlä Gäbrä Mänfäs Qǝddus “Vita of Gäbrä Mänfäs Qǝddus” / Täʾamrä Gäbrä Mänfäs Qǝddus “Miracles of Gäbrä Mänfäs Qǝddus”,,,
            ,,,,
DMB-008,Mäṣḥafä gәbrä ḥǝmamat “Book of the Rite of the Holy Week”,,,
            ,,,,
KY-061,Apostolic Epistles / Pauline Epistles / Gǝbrä ḥawaryat Acts of the Apostles / Raʾǝyä Yoḥannǝs Revelation of John,,,
            ,,,,
MQM-008,Gädlä Gäbrä Mänfäs Qǝddus “Vita of Gäbrä Mänfäs Qǝddus” / Täʾamrä Gäbrä Mänfäs Qǝddus “Miracles of Gäbrä Mänfäs Qǝddus” / Mälkǝʾa Gäbrä Mänfäs Qǝddus “Image of Gäbrä Mänfäs Qǝddus”,,,
            ,,,,
NSM-002,Mäṣḥafä gәbrä ḥǝmamat “Book of the Rite of the Holy Week”,,,
            ,,,,
MKL-012,Gädlä Gäbrä Mänfäs Qǝddus “Vita of Gäbrä Mänfäs Qǝddus” / Täʾamrä Gäbrä Mänfäs Qǝddus “Miracles of Gäbrä Mänfäs Qǝddus”,,,
            ,,,,
QMM-011,Gädlä Gäbrä Mänfäs Qǝddus “Vita of Gäbrä Mänfäs Qǝddus” / Täʾamrä Gäbrä Mänfäs Qǝddus “Miracles of Gäbrä Mänfäs Qǝddus” / Mälkǝʾa Gäbrä Mänfäs Qǝddus “Image of Gäbrä Mänfäs Qǝddus”,,,
            ,,,,
GBI-002,Mäṣḥafä gәbrä ḥǝmamat “Book of the Rite of the Holy Week”,,,
            ,,,,
MHG-020,Pauline Epistles,,,
            ,,,,
DMD-006,Gädlä Gäbrä Mänfäs Qǝddus “Vita of Gäbrä Mänfäs Qǝddus” / Täʾamrä Gäbrä Mänfäs Qǝddus “Miracles of Gäbrä Mänfäs Qǝddus”,,,
            ,,,,
DMA-012,Gädlä Gäbrä Mänfäs Qǝddus “Vita of Gäbrä Mänfäs Qǝddus” / Täʾamrä Gäbrä Mänfäs Qǝddus “Miracles of Gäbrä Mänfäs Qǝddus”,,,
            ,,,,
QMB-001,Mäṣḥafä gәbrä ḥǝmamat “Book of the Rite of the Holy Week”,,,
            ,,,,
AP-004,Mäṣḥafä qǝddase Missal,,,
            ,,,,
MQM-010,Mäṣḥafä gәbrä ḥǝmamat “Book of the Rite of the Holy Week”,,,
            ,,,,
DD-032,Mäwaśǝʾt Antiphonary for feasts and funeral service / Zǝmmare Eucharistic hymns,,,
            ,,,,
AMQ-010,Mäṣḥafä qǝddase “Missal”,,,
            ,,,,
AMQ-019,Dǝrsanä Mikaʾel Homiliary for the feasts of St. Michael,,,
            ,,,,
MKL-011,Mäwaśǝʾt Antiphonary for feasts and funeral service / Zǝmmare Eucharistic hymns,,,
            ,,,,
AKM-006,Mäṣḥafä gәbrä ḥǝmamat “Book of the Rite of the Holy Week”,,,
            ,,,,
DD-034,Dawit “Psalter”,,,
            ,,,,
AMM-012,Mäṣḥafä qǝddase “Missal”,,,
            ,,,,
UM-017,Mäṣḥafä qǝddase Missal,,,
            ,,,,
AMQ-021,Dǝrsanä Mikaʾel Homiliary for the feasts of St. Michael,,,
            ,,,,
MR-033b,Dǝrsanä Mikaʾel Homiliary for the feasts of St. Michael / Mälkǝʾa Mikaʾel Image of Michael,,,
            ,,,,
MR-035,Chronicles and historiographical miscellanea / Excerpt from Mäṣḥafä ḉäwata śǝgawi wä-mänfäsawi “Book of the Secular and Spiritual Diversions”,,,
            ,,,,
DMD-009,Mäṣḥaf lä-täzkarä mädḫane ʿaläm “Book for the Commemoration of the Saviour of the World” / Mälkǝʾa mädḫane ʿaläm “Image of the Saviour of the World” / Mäṣḥafä ḫǝmamatihu wä-zena sǝqlätu lä-ʾIyäsus Krǝstos “Book of the Passion and Story of the Crucifixion of Jesus Christ”,,,
            ,,,,
UM-022,Dǝrsanä Mikaʾel Homiliary for the feasts of St. Michael,,,
            ,,,,
DD-020,Sǝnkǝssar “Synaxarion” (the second half of the year),,,
            ,,,,
DD-017,Sǝnkǝssar “Synaxarion” (the first half of the year),,,
            ,,,,
AMM-004,Mäṣḥafä gǝnzät “Book of the Funeral Ritual”,,,
            ,,,,
MR-029,Täʾamrä ʾIyäsus Miracles of Jesus,,,
            ,,,,
AQM-007,Täʾamrä ʾIyäsus Miracles of Jesus,,,
            ,,,,
AQG-010,Gädlä ḥawaryat Apocryphal Acts of the Apostles,,,
            ,,,,
MG-001,Sǝnkǝssar “Synaxarion” (the second half of the year),,,
            ,,,,
FBM-014,Mäṣḥafä krǝstǝnna “Book of the Christening” / Mäṣḥafä qedär “Book of the Jar”,,,
            ,,,,
AKM-009,Mäṣḥafä qǝddase “Missal”,,,
            ,,,,
FBM-015,Ṣalotä ˤǝṭan “Prayer of Incense”,,,
            ,,,,
AMQ-004,Mäṣḥafä gǝnzät “Book of the Funeral Ritual”,,,
            ,,,,
GKM-021,Mäṣḥafä krǝstǝnna “Book of the Christening”,,,
            ,,,,
AP-032,Mäṣḥafä gǝnzät “Book of the Funeral Ritual”,,,
            ,,,,
KTM-008,Mäṣḥafä qǝddase “Missal”,,,
            ,,,,
DD-033,Dawit “Psalter”,,,
            ,,,,
DD-012,Tǝrgwame mälʾǝktä Ṗawlos ḫabä ʾayhud zä-Yoḥannәs ʾAfä Wärq Commentary of John Chrysostom on the Epistle of Paul to the Hebrews,,,
            ,,,,
AKM-015,Dawit “Psalter” / Historiographic note on the Tablets of Law and on ʾAksum / Ṣälotä nädära ʾAsmat-prayer against a disease called nädära and against an evil eye,,,
            ,,,,
AKM-018,Mäṣḥafä ʾardǝʾǝt “Book of the Disciples” / Tǝmhǝrtä ḫǝbuʾat “Teaching of Mysteries” / Excerpt from Kidan zä-nägh “Covenant of the Morning” / Anaphora of Our Lady by St. Cyriacus of Behnesa / Excerpt from Wǝddase Maryam “Praise of Mary” (?),,,
            ,,,,
FBM-006,Mäṣḥafä gǝnzät “Book of the Funeral Ritual”,,,
            ,,,,
BMA-001,Mäṣḥafä qǝddase Missal,,,
            ,,,,
DMD-002,Sǝnkǝssar “Synaxarion” (the first half of the year),,,
            ,,,,
AKM-016,Täʾamrä Maryam Miracles of Mary / Täʾamrä ʾIyäsus Miracles of Jesus,,,
            ,,,,
UM-019,Mäṣḥafä krǝstǝnna “Book of the Christening” / Mäṣḥafä gǝnzät “Book of the Funeral Ritual”,,,
            ,,,,
MR-022,Mäṣḥafä gǝnzät “Book of the Funeral Ritual”,,,
            ,,,,
KTM-011,Mäṣḥafä krǝstǝnna “Book of the Christening”,,,
            ,,,,
QMM-009,Mäṣḥafä krǝstǝnna “Book of the Christening”,,,
            ,,,,
ATH-004,Mäṣḥafä krǝstǝnna “Book of the Christening”,,,
            ,,,,
BMA-004,Mäṣḥafä gǝnzät “Book of the Funeral Ritual”,,,
            ,,,,
MQM-004,Sǝnkǝssar “Synaxarion” (the second half of the year),,,
            ,,,,
DD-009,Dǝrsan maḥyäwi “The Life-Giving Homily” / Mäṣḥafä ḫǝmamatihu wä-zena sǝqlätu lä-ʾIyäsus Krǝstos “Book of the Passion and Story of the Crucifixion of Jesus Christ”,,,
            ,,,,
DMB-006,Mäṣḥafä gǝnzät “Book of the Funeral Ritual” / Mäṣḥafä ʾardǝʾǝt “Book of the Disciples”,,,
            ,,,,
DMB-009,Mäṣḥafä gǝnzät “Book of the Funeral Ritual”,,,
            ,,,,
DD-015a,Dǝggwa Antiphonary for the entire year,,,
            ,,,,
MQM-012,Mäṣḥafä nәfq Book of the Assistant Priest,,,
            ,,,,
DDM-011,Dawit “Psalter”,,,
            ,,,,
QMM-006,Dawit “Psalter”,,,
            ,,,,
AP-046,Mälkǝʾa sämaʿtatä Ṗäraqliṭos “Image of the Martyrs of Ṗäraqliṭos” / Gädlä sämaʿtatä Ṗäraqliṭos “Vita of the Martyrs of Ṗäraqliṭos” / Täʾamrä sämaʿtatä Ṗäraqliṭos “Miracles of the Martyrs of Ṗäraqliṭos”,,,
            ,,,,
SSB-017,Excerpt from the Gospel of John / Mäṣḥafä gәṣṣәw Lectionary for the entire year,,,
            ,,,,
MQM-009,Dawit “Psalter”,,,
            ,,,,
SSB-017a,Fragments of two various manuscripts,,,
            ,,,,
AGM-001,Mäṣḥafä gǝnzät “Book of the Funeral Ritual”,,,
            ,,,,
QSM-026,Ṣalotä ˤǝṭan “Prayer of Incense”,,,
            ,,,,
MAKM-007,Dawit “Psalter”,,,
            ,,,,
DD-006,Täʾamrä ʿUraʾel Miracles of Uriel / Täʾamrä ʾIyäsus Miracles of Jesus / Täʾamrä Zä-Mikaʾel ʾArägawi Miracles of Zä-Mikaʾel ʾArägawi / Täʾamrä Maryam Miracles of Mary,,,
            ,,,,
AP-019,Gädlä sämaʿtatä Ṗäraqliṭos “Vita of the Martyrs of Ṗäraqliṭos” / Täʾamrä sämaʿtatä Ṗäraqliṭos “Miracles of the Martyrs of Ṗäraqliṭos” / Mälkǝʾa sämaʿtatä Ṗäraqliṭos “Image of the Martyrs of Ṗäraqliṭos”,,,
            ,,,,
AKM-008,Mäṣḥafä gǝnzät “Book of the Funeral Ritual”,,,
            ,,,,
GBI-004,Dawit “Psalter” / Prayers,,,
            ,,,,
ATH-006,Ṣalotä ˤǝṭan “Prayer of Incense”,,,
            ,,,,
GMG-010,Mäṣḥafä qǝddase Missal,,,
            ,,,,
GMG-021,Ṣalotä ˤǝṭan “Prayer of Incense”,,,
            ,,,,
AP-045,Gädlä sämaʿtatä Ṗäraqliṭos “Vita of the Martyrs of Ṗäraqliṭos” / Täʾamrä sämaʿtatä Ṗäraqliṭos “Miracles of the Martyrs of Ṗäraqliṭos”,,,
